eco_id,eco_name,biome_num,biome_name,realm,license
793,Iberian sclerophyllous and semi-deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
794,Illyrian deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
795,Italian sclerophyllous and semi-deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
796,Mediterranean Acacia-Argania dry woodlands and succulent thickets,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
797,Mediterranean dry woodlands and steppe,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
798,Mediterranean woodlands and forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
799,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
800,Northwest Iberian montane forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
801,Pindus Mountains mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
802,South Apennine mixed montane forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
803,Southeast Iberian shrubs and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
804,Southern Anatolian montane conifer and deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
806,Tyrrhenian-Adriatic sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
807,Afghan Mountains semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
808,Alashan Plateau semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
809,Arabian desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
810,Arabian sand desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
811,Arabian-Persian Gulf coastal plain desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
812,Azerbaijan shrub desert and steppe,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
813,Badghyz and Karabil semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
814,Baluchistan xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
815,Caspian lowland desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
816,Central Afghan Mountains xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
817,Central Asian northern desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
818,Central Asian riparian woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
819,Central Asian southern desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
820,Central Persian desert basins,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
821,East Arabian fog shrublands and sand desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
822,East Sahara Desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
823,East Saharan montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
824,Eastern Gobi desert steppe,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
825,Gobi Lakes Valley desert steppe,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
826,Great Lakes Basin desert steppe,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
827,Junggar Basin semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
828,Kazakh semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
829,Kopet Dag semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
830,Mesopotamian shrub desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
831,North Arabian desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
832,North Arabian highland shrublands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
833,North Saharan Xeric Steppe and Woodland,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
834,Paropamisus xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
835,Qaidam Basin semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
836,Red Sea coastal desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
837,Red Sea-Arabian Desert shrublands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
838,Registan-North Pakistan sandy desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
839,Saharan Atlantic coastal desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
840,South Arabian plains and plateau desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
841,South Iran Nubo-Sindian desert and semi-desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
842,South Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
843,Taklimakan desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
844,Tibesti-Jebel Uweinat montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
845,West Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
846,West Saharan montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,CC-BY 4.0
